asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
B00FUTYLR4,"[0, 0]",5,"This book grabbed me by the horns and would not let me go, and still hasn't. Instantly, I was captivated and amazed by Maddy as a character. The strength she had, despite being a small, shy woman, as she woke up to find herself naked and chained to a cot in a strange, dark room. She didnt scream and despair, she didnt panic. She held herself together long enough to discover that there was a hidden light in the darkness.Aaron was a man lost. Lost in his own darkness. Lost in the life of crime that was forced on him by his father. You could see that he was fighting the life that he had been dealt. Like another Aaron, his father sought to corrupt him, and although he reveled in the control and violence of his position in his father's organization, he had limits. Lines he refused to cross. He wouldnt let his soul be wholly lost.Aaron has never brought a woman that he could care about into his life, knowing how he would corrupt her. Knowing how his father would use her against him. But, when Aaron shows special interest in the beautiful concert cellist Madeleine Clark, he unwillingly gives his father the tool to control and destroy him. But what his father didnt know, was that by bringing Madeleine and Aaron together, he had also given them both a reason to fight, to face down death and become lions.The writing and dialogue in this book is beautiful, but you should be warned of the darkness you will find. It is full of abuse, inhumane degradation, and violence; but above all, the strength of the human spirit and enduring love. But the violence did almost overshadow the beauty of this story near the end. It is the reason for the missing half a star. I'm talking about graphic disembowelment, dismemberment, and beheadings. I knew to expect more violence for the climax of the story, but I didn't expect it to be that strong. It was much more than I would have wanted, or what I was comfortable with and it really turned me off for a few moments. But before that I was convinced it was going to be a 5-star book. I still feel like it deserves a 5-star rating rather than 4-star though.A bonus point for this book, is that the scene on the cover actually did happen. Its rare that they have such exact representations on book covers. I highly recommend this book for fans of dark and intense romance. You wont soon forget it.","02 3, 2014",AG0YSOSHD182V,Rebecca,UNFORGETTABLE,1391385600
B00IDWEJ40,"[3, 3]",4,"I was a little hesitant when I read the description involving a married man but the reviews still left me expecting a pretty good read, and both books exceeded my expectations. Who knew that publicists had to deal with so much and that the publishing world had the potential for such drama? From hysterical authors to the morality of book selection, &#34;The Publicist&#34; Book One and Two covered it all well. I also liked the personal and relationship growth throughout both books. I greatly appreciate the fact that Kate had to deal with tough decisions and did it without whining, which can be the case in many romance novels. I'm looking forward to the next book in the series, which I will gladly pay for.","05 13, 2014",A2UWBCV23PXC6L,MarianT,Highly recommend this look into the life of publicists,1399939200
B00DKCQDPQ,"[1, 2]",5,"I started this book thinking &#34;this isn't my kind of read&#34;, but the author left me wanting to know &#34;what happens next.&#34; So i kept going, and found i couldn't stop. A believable take on what could happen with our facination with the digital make believe on line world. The author apologizes for this effort, he has nothing to apologize for, it is brilliant, i just want to know what happens next??  Hope theres a sequal. Thankyou Mr Craighead for an interesting and informative idea for a book.","12 1, 2013",A3BO1P3W7YOLIT,Amazon Customer,anxious for a follow up book,1385856000
B00C8EUK2O,"[0, 0]",5,"This is the second book in the Lakeland Murders series, and I have enjoyed this one as much as the first in the series. The main characters of this CID force are interesting and three dimensional. The most interesting part of the plot was the complex relationship that undercover ex-Royal Marine Sergeant Ian Mann forms with the man he is supposed to get to know and to confirm suspicions that he is part of a gang stealing livestock and farm machinery. The kinship and genuine bond that develops between these two men show a world that is not black and white, and how decent men can be forced into criminal behaviour out of desperation and necessity. The danger of Mann being exposed and his cover blown provided a real tension throughout the book. It was such a compelling plot with so much atmosphere in such a terrific setting, that I could not put down the book once I started reading it. I can't wait to start reading the third book in the series.","11 29, 2013",A1ZHB20774AVOX,Jacqui,The Lakeland Murders series gets better and better!,1385683200
B00IPQ28AG,"[0, 0]",5,"I am a fan of &#34;The After Cilmeri Series&#34; and this latest installment does not disappoint. I am so glad that she tied up some loose ends from &#34;Exiles in Time.&#34;  I look forward to her next installment. Considering how this one ends, the next one should be very interesting.","04 4, 2014",A2JPS7EMNFKXOV,Rural Reader,Another Hit for Sarah Woodbury,1396569600
B00IZM5MDK,"[0, 0]",5,I love anything tijan writes she is a very gifted author. I loved this book but I am so glad she went with the other version. Mason and sam have such a strong connection that I didn't feel. I loved mate in this version better though it seemed he really cares about her instead of being the douche he has been. I can't wait for fallen fourth down it is going to awesome be I just don't want a love triangle I hate those and it would ruin the series but I totally trust tijan to give sam and mason their happy ever after. Please read all her books you will not regret it.,"06 19, 2014",AGNJRCB7KGMFQ,Courtney,Loved it,1403136000
B008BIXFPU,"[1, 1]",5,I loved the entire story. The twists and turns of the story as well as the characters were enjoyable.  Definite must read!,"05 26, 2013",AQD9E98F0FOV2,Michele Mahaney,Wonderful!,1369526400
B007JJSIZ4,"[1, 1]",5,"These were one of the first books I read from this author, and she had me hooked on her writing as soon as i started reading. The only disappointment I encountered reading this book and the other vampire king book was that they were too short! I wanted to keep reading :). Love Laura Kaye, she has quickly become one of my new favorite authors! I'm so glad I discovered her hero series, also a must read.","01 22, 2013",ANS3SVPCW9JCL,Book-obsessed mom,Welcome to Laura Kaye's world :),1358812800
B00GQYIL2I,"[0, 0]",5,my only hope was that the writer would have said if it was the children's father which I have to use my intense imagination. all in all this is a very good read! imagination is a great tool to use.,"03 15, 2014",A3EEISYNQ5IZE8,Rose Luecke,Good stuff!!,1394841600
B005ME39HU,"[0, 0]",5,"I loved this 15 chapter book. It was definitely Christmas themed, but it was so good that anyone could enjoy it any time of the year. I'm a huge fan of when relationships start off rocky at first; I love back and forth sexual tension. Lexi and Kyle definitely had that charisma from the first moment they met. I thought it was a cool and original concept that he beheaded her snowman-who does that LOL. The book was told through both of their point-of-views, each rotating turns. I loved getting a sense of when the attraction started before the other character even realized.I could relate to Kyle the most-we're both 30, both bah humbug when it comes to holidays, both writers. I thought it was sad that he lost his mom on Christmas Eve and Lexi was an orphan. Through her pain of a divorce and no family except her kids, Lexi managed to help Kyle host a family get together at his home. I was touched by the scene when everyone is in his living room discussing what they miss most about the mom.I loved that even though it was clear to the readers that they both liked each other, Lexi and Kyle were both insecure about how the other person felt. It reminded me of crushing on someone in junior high. The plot thickened when Kenneth (Kyle's brother) made a move on Lexi; apparently he was the ladies man.My favorite moments were whenever Lexi, her two kids, and Kyle hung out. The kids were in awe because he was a celebrity to them. Their favorite books were the Jared Strong ones. The story was definitely cute and funny-I love witty humor.I RECOMMEND this book to read.","12 26, 2012",A158ZKOYSB5FTD,Yawatta Hosby,"Yawatta Hosby's review on ""Bah, Humbug!""",1356480000
